Agency,Agency Type,Distribution Channel,Product Name,Gender,Duration,Destination,Net Sales,Commision (in value),Age,Claim
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,100,AUSTRALIA,59.4,35.64,31,No
EPX,Travel Agency,Online,Cancellation Plan,,13,SINGAPORE,24.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,F,68,CHINA,40.0,14.0,21,No
C2B,Airlines,Online,Bronze Plan,F,4,SINGAPORE,13.5,3.38,28,No
C2B,Airlines,Online,Silver Plan,M,64,SINGAPORE,63.5,15.88,60,No
EPX,Travel Agency,Online,Cancellation Plan,,8,HONG KONG,73.0,0.0,36,No
JZI,Airlines,Online,Value Plan,M,5,CHINA,45.0,15.75,42,No
EPX,Travel Agency,Online,Cancellation Plan,,14,CHINA,13.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,13,MALAYSIA,14.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,9,SERBIA,10.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,31,UNITED STATES,16.0,0.0,27,No
EPX,Travel Agency,Online,Cancellation Plan,,44,MALAYSIA,10.0,0.0,53,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,24,SINGAPORE,112.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,25,INDONESIA,19.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,77,UNITED STATES,112.0,0.0,40,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,6,CHINA,41.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,26,THAILAND,28.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,101,UNITED STATES,66.0,0.0,39,No
SSI,Airlines,Online,Ticket Protector,,145,SINGAPORE,1.61,0.45,48,No
EPX,Travel Agency,Online,Cancellation Plan,,88,UNITED STATES,102.0,0.0,45,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,222,MYANMAR,20.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,12,INDONESIA,20.0,0.0,36,No
CSR,Travel Agency,Offline,Comprehensive Plan,F,176,MALAYSIA,29.0,9.57,76,No
EPX,Travel Agency,Online,Cancellation Plan,,38,CHINA,26.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,6,MALAYSIA,9.9,5.94,45,No
EPX,Travel Agency,Online,Cancellation Plan,,165,PHILIPPINES,10.0,0.0,36,No
C2B,Airlines,Online,Silver Plan,F,14,SINGAPORE,43.55,10.89,47,No
EPX,Travel Agency,Online,Cancellation Plan,,16,MALAYSIA,10.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,13,THAILAND,21.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,19,CHINA,25.0,0.0,36,No
RAB,Airlines,Online,Value Plan,M,2,BRUNEI DARUSSALAM,15.0,6.0,66,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,21,UNITED STATES,9.9,5.94,28,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,69,AUSTRALIA,81.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,69,AUSTRALIA,59.4,35.64,40,No
C2B,Airlines,Online,Bronze Plan,M,8,SINGAPORE,20.0,5.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,38,AUSTRALIA,0.0,17.82,30,No
C2B,Airlines,Online,Annual Silver Plan,F,365,SINGAPORE,216.0,54.0,47,No
EPX,Travel Agency,Online,Cancellation Plan,,2,SINGAPORE,10.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,8,THAILAND,75.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,45,AUSTRALIA,79.2,47.52,31,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,56,ITALY,94.0,0.0,36,No
SSI,Airlines,Online,Ticket Protector,,169,SINGAPORE,1.32,0.37,48,No
EPX,Travel Agency,Online,Cancellation Plan,,2,INDIA,12.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,4,MALAYSIA,20.0,0.0,45,No
C2B,Airlines,Online,Annual Silver Plan,F,387,SINGAPORE,252.85,63.21,37,No
JZI,Airlines,Online,Basic Plan,M,10,CHINA,35.0,12.25,59,No
EPX,Travel Agency,Online,Cancellation Plan,,19,SINGAPORE,21.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,10,THAILAND,29.7,17.82,31,No
C2B,Airlines,Online,Silver Plan,F,34,SINGAPORE,109.0,27.25,27,No
JZI,Airlines,Online,Basic Plan,F,39,INDONESIA,33.0,11.55,44,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,18,SINGAPORE,20.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,40,CROATIA,80.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,M,18,SINGAPORE,33.5,8.38,68,No
EPX,Travel Agency,Online,Cancellation Plan,,49,"KOREA, REPUBLIC OF",19.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,M,40,SINGAPORE,72.5,18.13,26,Yes
EPX,Travel Agency,Online,Cancellation Plan,,13,THAILAND,10.0,0.0,26,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,13,CANADA,39.6,23.76,40,No
EPX,Travel Agency,Online,Cancellation Plan,,6,MALAYSIA,10.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,13,NEW ZEALAND,99.0,59.4,51,No
C2B,Airlines,Online,Silver Plan,M,8,SINGAPORE,22.5,5.63,41,No
EPX,Travel Agency,Online,Cancellation Plan,,21,"KOREA, REPUBLIC OF",10.0,0.0,25,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,29,CHINA,27.0,0.0,37,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,35,HONG KONG,22.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,5,THAILAND,10.0,0.0,49,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,109,THAILAND,39.6,23.76,49,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,13,CHINA,35.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,6,MALAYSIA,10.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,M,14,CHINA,35.0,12.25,47,No
C2B,Airlines,Online,Silver Plan,F,41,SINGAPORE,33.5,8.38,29,No
JWT,Airlines,Online,Value Plan,F,12,INDIA,39.0,15.6,118,No
C2B,Airlines,Online,Annual Silver Plan,F,381,SINGAPORE,280.8,70.2,68,No
RAB,Airlines,Online,Value Plan,M,15,BRUNEI DARUSSALAM,31.0,12.4,37,No
EPX,Travel Agency,Online,Cancellation Plan,,41,AUSTRALIA,28.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,20,MALAYSIA,20.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,M,15,CHINA,22.0,7.7,38,No
EPX,Travel Agency,Online,Cancellation Plan,,50,THAILAND,10.0,0.0,27,No
C2B,Airlines,Online,Annual Silver Plan,F,365,SINGAPORE,291.75,72.94,28,No
C2B,Airlines,Online,Bronze Plan,M,161,SINGAPORE,34.5,8.63,44,No
EPX,Travel Agency,Online,Cancellation Plan,,154,MALAYSIA,10.0,0.0,34,No
JWT,Airlines,Online,Value Plan,M,6,INDIA,39.0,15.6,118,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,13,UNITED ARAB EMIRATES,69.3,41.58,31,No
C2B,Airlines,Online,Silver Plan,M,7,SINGAPORE,18.5,4.63,37,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,90,THAILAND,22.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,6,THAILAND,12.0,0.0,31,No
EPX,Travel Agency,Online,Cancellation Plan,,2,SINGAPORE,11.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,20,MALAYSIA,29.7,17.82,38,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,4,FRANCE,19.8,11.88,28,No
EPX,Travel Agency,Online,Cancellation Plan,,18,INDONESIA,19.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,49,SPAIN,99.0,59.4,49,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,23,NETHERLANDS,28.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,4,INDONESIA,22.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,3,MALAYSIA,20.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,9,THAILAND,29.7,17.82,30,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,27,INDONESIA,20.0,0.0,51,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,17,AUSTRALIA,138.6,83.16,31,No
EPX,Travel Agency,Online,Cancellation Plan,,8,INDONESIA,12.0,0.0,45,Yes
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,13,MALAYSIA,39.6,23.76,49,No
JZI,Airlines,Online,Basic Plan,F,35,INDONESIA,22.0,7.7,53,No
C2B,Airlines,Online,Silver Plan,F,10,SINGAPORE,27.0,6.75,25,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,88,VIET NAM,20.0,0.0,36,No
RAB,Airlines,Online,Value Plan,F,4,BRUNEI DARUSSALAM,15.0,6.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,29,MALAYSIA,9.9,5.94,51,No
C2B,Airlines,Online,Bronze Plan,F,13,SINGAPORE,20.0,5.0,42,No
C2B,Airlines,Online,Silver Plan,F,4,SINGAPORE,45.0,11.25,51,No
EPX,Travel Agency,Online,Cancellation Plan,,330,PERU,22.0,0.0,26,No
SSI,Airlines,Online,Ticket Protector,,34,SINGAPORE,3.44,0.96,48,No
C2B,Airlines,Online,Bronze Plan,F,8,SINGAPORE,17.0,4.25,75,No
EPX,Travel Agency,Online,Cancellation Plan,,28,CANADA,11.0,0.0,65,No
C2B,Airlines,Online,Gold Plan,M,65,SINGAPORE,33.5,8.38,32,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,9,MALAYSIA,55.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,46,HONG KONG,20.0,0.0,35,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,9,SINGAPORE,20.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,78,PHILIPPINES,33.0,0.0,36,No
C2B,Airlines,Online,Silver Plan,M,10,SINGAPORE,33.5,8.38,24,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,23,AUSTRALIA,89.1,53.46,33,No
JZI,Airlines,Online,Basic Plan,M,6,HONG KONG,22.0,7.7,55,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,15,UNITED KINGDOM,0.0,77.22,59,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,15,SINGAPORE,31.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,93,NEW ZEALAND,138.6,83.16,53,No
JZI,Airlines,Online,Basic Plan,M,13,INDONESIA,22.0,7.7,38,No
EPX,Travel Agency,Online,Cancellation Plan,,28,VIET NAM,10.0,0.0,36,No
RAB,Airlines,Online,Value Plan,,6,BRUNEI DARUSSALAM,15.0,6.0,50,No
RAB,Airlines,Online,Value Plan,,3,BRUNEI DARUSSALAM,15.0,6.0,33,No
EPX,Travel Agency,Online,Cancellation Plan,,13,"KOREA, REPUBLIC OF",42.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,30,"TAIWAN, PROVINCE OF CHINA",20.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,9,"TAIWAN, PROVINCE OF CHINA",45.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,3,MYANMAR,10.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,8,MALAYSIA,10.0,0.0,38,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,59,CHINA,20.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,35,JAPAN,29.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,21,MALAYSIA,20.0,0.0,36,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,4,MONGOLIA,38.0,0.0,35,No
EPX,Travel Agency,Online,Cancellation Plan,,17,INDONESIA,15.0,0.0,35,No
EPX,Travel Agency,Online,Cancellation Plan,,14,PHILIPPINES,10.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,5,THAILAND,22.0,0.0,49,No
EPX,Travel Agency,Online,Cancellation Plan,,40,UNITED STATES,16.0,0.0,25,No
C2B,Airlines,Online,Bronze Plan,M,11,SINGAPORE,27.0,6.75,32,No
EPX,Travel Agency,Online,Cancellation Plan,,9,CHINA,43.0,0.0,35,No
ART,Airlines,Online,24 Protect,F,16,CAMBODIA,3.22,1.13,48,No
EPX,Travel Agency,Online,Cancellation Plan,,75,PHILIPPINES,10.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,47,PHILIPPINES,14.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,22,INDONESIA,35.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,4,INDONESIA,20.0,0.0,44,No
ART,Airlines,Online,24 Protect,F,121,CAMBODIA,14.11,4.94,48,No
ART,Airlines,Online,24 Protect,F,2,PHILIPPINES,4.95,1.73,48,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,106,HONG KONG,53.0,0.0,35,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,7,FRANCE,19.8,11.88,31,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,29,THAILAND,22.0,0.0,36,No
C2B,Airlines,Online,Silver Plan,F,11,SINGAPORE,41.5,10.38,35,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,20,HONG KONG,28.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,5,INDONESIA,24.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,13,GREECE,29.7,17.82,46,No
EPX,Travel Agency,Online,Cancellation Plan,,2,JAPAN,18.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,140,THAILAND,10.0,0.0,25,No
EPX,Travel Agency,Online,Cancellation Plan,,91,UNITED STATES,76.0,0.0,39,No
EPX,Travel Agency,Online,Cancellation Plan,,4,QATAR,80.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,104,UNITED KINGDOM,89.1,53.46,45,No
EPX,Travel Agency,Online,Cancellation Plan,,5,FRANCE,37.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,F,63,CHINA,35.0,12.25,48,No
C2B,Airlines,Online,Bronze Plan,F,5,SINGAPORE,16.0,4.0,39,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,23,MYANMAR,20.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,6,UNITED KINGDOM,0.0,5.94,31,No
JZI,Airlines,Online,Basic Plan,F,42,VIET NAM,22.0,7.7,46,No
C2B,Airlines,Online,Annual Silver Plan,F,365,SINGAPORE,252.85,63.21,43,No
EPX,Travel Agency,Online,Cancellation Plan,,29,"TAIWAN, PROVINCE OF CHINA",30.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,11,HONG KONG,45.0,0.0,58,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,24,HONG KONG,20.0,0.0,55,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,17,INDIA,38.0,0.0,56,No
EPX,Travel Agency,Online,Cancellation Plan,,134,MALAYSIA,26.0,0.0,33,No
EPX,Travel Agency,Online,Cancellation Plan,,18,SINGAPORE,14.0,0.0,35,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,82,PHILIPPINES,22.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,62,JAPAN,47.0,0.0,36,No
C2B,Airlines,Online,Annual Silver Plan,M,393,SINGAPORE,252.85,63.21,31,No
JZI,Airlines,Online,Basic Plan,F,22,HONG KONG,26.0,9.1,37,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,27,SINGAPORE,59.0,0.0,36,No
JZI,Airlines,Online,Value Plan,F,69,SWITZERLAND,167.0,58.45,55,No
EPX,Travel Agency,Online,Cancellation Plan,,14,JAPAN,0.0,0.0,27,No
JZI,Airlines,Online,Basic Plan,M,26,CHINA,26.0,9.1,48,No
C2B,Airlines,Online,Silver Plan,M,11,SINGAPORE,39.0,9.75,23,No
EPX,Travel Agency,Online,Cancellation Plan,,11,MALAYSIA,10.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,99,INDIA,11.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,35,INDIA,21.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,78,GERMANY,71.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,8,INDONESIA,15.0,0.0,36,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,1,CZECH REPUBLIC,20.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,4,CHINA,41.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,118,SINGAPORE,112.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,56,"KOREA, REPUBLIC OF",59.0,0.0,36,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,29,THAILAND,20.0,0.0,36,No
C2B,Airlines,Online,Silver Plan,F,35,SINGAPORE,47.5,11.88,31,No
EPX,Travel Agency,Online,Cancellation Plan,,7,PHILIPPINES,10.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,F,47,SINGAPORE,94.0,23.5,33,No
EPX,Travel Agency,Online,Cancellation Plan,,77,NORWAY,80.0,0.0,36,No
JZI,Airlines,Online,Value Plan,M,7,CHINA,45.0,15.75,30,No
EPX,Travel Agency,Online,Cancellation Plan,,2,SINGAPORE,10.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,23,HONG KONG,27.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,33,INDONESIA,22.0,0.0,37,No
JZI,Airlines,Online,Basic Plan,M,12,THAILAND,22.0,7.7,66,No
C2B,Airlines,Online,Silver Plan,F,5,SINGAPORE,27.75,6.94,25,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,5,"TAIWAN, PROVINCE OF CHINA",66.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,M,18,INDONESIA,22.0,7.7,45,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,24,UNITED KINGDOM,29.7,17.82,31,No
EPX,Travel Agency,Online,Cancellation Plan,,71,UNITED STATES,15.0,0.0,48,No
EPX,Travel Agency,Online,Cancellation Plan,,33,LUXEMBOURG,34.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,11,THAILAND,10.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,10,CHINA,31.0,0.0,36,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,49,SINGAPORE,20.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,74,THAILAND,22.0,0.0,29,No
JZI,Airlines,Online,Basic Plan,M,3,VIET NAM,18.0,6.3,49,No
EPX,Travel Agency,Online,Cancellation Plan,,282,"KOREA, REPUBLIC OF",37.0,0.0,36,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,29,CHINA,20.0,0.0,33,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,24,THAILAND,20.0,0.0,40,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,44,NEW ZEALAND,99.0,59.4,55,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,123,JAPAN,34.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,17,CHINA,44.0,0.0,35,No
EPX,Travel Agency,Online,Cancellation Plan,,13,"KOREA, REPUBLIC OF",67.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,172,UNITED KINGDOM,80.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,86,"KOREA, REPUBLIC OF",26.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,30,PHILIPPINES,36.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,63,"KOREA, REPUBLIC OF",10.0,0.0,24,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,8,MALAYSIA,27.0,0.0,54,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,31,CHINA,34.0,0.0,36,No
C2B,Airlines,Online,Silver Plan,M,6,SINGAPORE,24.5,6.13,38,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,3,UNITED STATES,9.9,5.94,39,No
EPX,Travel Agency,Online,Cancellation Plan,,18,MALAYSIA,10.0,0.0,32,No
EPX,Travel Agency,Online,Cancellation Plan,,35,VIET NAM,18.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,2,SINGAPORE,10.0,0.0,47,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,50,UNITED STATES,87.0,0.0,68,No
EPX,Travel Agency,Online,Cancellation Plan,,13,SINGAPORE,16.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,19,MALAYSIA,19.0,0.0,33,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,91,CAMBODIA,20.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,F,12,SINGAPORE,24.0,6.0,54,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,56,THAILAND,20.0,0.0,41,No
EPX,Travel Agency,Online,Cancellation Plan,,10,INDONESIA,10.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,14,THAILAND,27.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,102,MALAYSIA,10.0,0.0,36,No
ADM,Travel Agency,Online,Value Plan,,47,FRANCE,109.0,41.42,22,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,5,MALAYSIA,28.0,0.0,30,No
EPX,Travel Agency,Online,Cancellation Plan,,20,INDIA,12.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,M,47,CHINA,50.0,17.5,31,No
EPX,Travel Agency,Online,Cancellation Plan,,49,CAMBODIA,11.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,F,87,SINGAPORE,52.65,13.16,42,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,16,CHINA,29.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,17,"KOREA, REPUBLIC OF",23.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,M,10,MACAO,26.0,9.1,27,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,13,MALAYSIA,20.0,0.0,54,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,3,"KOREA, REPUBLIC OF",30.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,44,MALAYSIA,49.5,29.7,46,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,69,SRI LANKA,53.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,M,90,CHINA,44.0,15.4,62,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,21,MALAYSIA,19.8,11.88,35,No
EPX,Travel Agency,Online,Cancellation Plan,,7,SINGAPORE,0.0,0.0,37,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,2,INDONESIA,21.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,9,INDONESIA,10.0,0.0,54,No
EPX,Travel Agency,Online,Cancellation Plan,,16,MALTA,20.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,62,THAILAND,20.0,0.0,54,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,78,MALAYSIA,49.5,29.7,31,No
EPX,Travel Agency,Online,Cancellation Plan,,40,CANADA,13.0,0.0,24,No
SSI,Airlines,Online,Ticket Protector,,314,SINGAPORE,0.51,0.14,48,No
JZI,Airlines,Online,Basic Plan,M,101,CHINA,40.0,14.0,51,No
JZI,Airlines,Online,Value Plan,M,102,CHINA,83.0,29.05,45,No
EPX,Travel Agency,Online,Cancellation Plan,,9,THAILAND,38.0,0.0,33,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,1,HONG KONG,41.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,5,THAILAND,29.7,17.82,56,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,9,NEW ZEALAND,20.0,0.0,36,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,10,CHINA,30.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,18,CHINA,36.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,F,19,SINGAPORE,26.5,6.63,36,No
JZI,Airlines,Online,Basic Plan,M,20,LAO PEOPLE'S DEMOCRATIC REPUBLIC,22.0,7.7,39,No
CSR,Travel Agency,Offline,Comprehensive Plan,F,29,THAILAND,29.0,9.57,73,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,11,"KOREA, REPUBLIC OF",112.0,0.0,36,No
C2B,Airlines,Online,Silver Plan,F,11,SINGAPORE,39.0,9.75,24,Yes
EPX,Travel Agency,Online,1 way Comprehensive Plan,,14,SINGAPORE,20.0,0.0,36,No
C2B,Airlines,Online,Annual Silver Plan,M,386,SINGAPORE,252.85,63.21,30,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,23,HONG KONG,43.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,54,AUSTRALIA,59.4,35.64,47,No
JZI,Airlines,Online,Basic Plan,F,9,HONG KONG,0.0,9.1,31,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,22,AUSTRALIA,59.4,35.64,34,No
C2B,Airlines,Online,Bronze Plan,F,54,SINGAPORE,33.5,8.38,23,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,12,VIET NAM,20.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,26,UNITED STATES,128.7,77.22,59,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,65,AUSTRALIA,99.0,59.4,31,No
EPX,Travel Agency,Online,Cancellation Plan,,4,SINGAPORE,24.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,20,CHINA,19.0,0.0,36,No
C2B,Airlines,Online,Annual Silver Plan,F,383,SINGAPORE,216.0,54.0,40,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,25,"KOREA, REPUBLIC OF",36.0,0.0,40,No
EPX,Travel Agency,Online,Cancellation Plan,,18,HONG KONG,80.0,0.0,59,No
C2B,Airlines,Online,Silver Plan,F,81,SINGAPORE,41.5,10.38,29,No
JZI,Airlines,Online,Basic Plan,F,283,PHILIPPINES,37.0,12.95,38,No
EPX,Travel Agency,Online,Cancellation Plan,,17,SINGAPORE,10.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,47,MACAO,19.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,115,UNITED STATES,79.2,47.52,39,No
SSI,Airlines,Online,Ticket Protector,,144,SINGAPORE,11.51,3.23,48,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,8,THAILAND,27.0,0.0,36,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,2,VIET NAM,20.0,0.0,36,No
